ngdp00,census_year,Pop_Total,Pop_GenderMale,Pop_GenderFemale,Pop_CitizenshipCitizen,Pop_CitizenshipNon-citizen,Pop_EthnicMalay,Pop_EthnicOtherBumi,Pop_EthnicChinese,Pop_EthnicIndian,Pop_EthnicOther,Pop_AgeGroup0014,Pop_AgeGroup1564,Pop_AgeGroup65++,Pop_MaritalNeverMarried,Pop_MaritalMarried,Pop_MaritalWiddowed,Pop_MaritalDivorcedSeparated,Pop_ReligionIslam,Pop_ReligionChristian,Pop_ReligionBuddha,Pop_ReligionHindu,Pop_ReligionOthers,Pop_ReligionNoReligionUnknown,Pop_StrataUrban,Pop_StrataRural,LandAreaKm2,Pop_Density
0502,2000,63541,30734,32807,62269,1272,47350,1379,9547,3849,144,19370,38009,6162,14443,25082,4130,516,48964,366,8428,3548,1795,440,18105,45436,1026.67,61.89
0502,2010,63874,31367,32507,62001,1873,47614,1694,8936,3620,137,16019,41107,6748,17381,26104,3892,478,49820,291,8629,3629,167,1338,17735,46139,1026.67,62.215
0502,2020,70331,35985,34346,68539,1792,53800,1728,9199,3600,212,16144,48222,5965,20577,29686,2930,902,55825,515,9032,3610,529,820,21394,48937,1026.67,68.504
0503,1991,92171,48729,43442,90247,1924,37151,858,29607,20849,1782,33863,55151,3157,30563,34362,2807,301,41012,2500,21181,18917,7411,638,47892,44279,583.1,158.071
0503,2000,106630,56526,50104,103202,3428,49081,1810,29622,22171,518,35029,67911,3690,25139,43057,3059,346,53582,3105,24717,20382,4703,141,68923,37707,583.1,182.867
0503,2010,110991,58282,52709,106448,4543,53581,2628,27625,22189,425,30781,74858,5352,30349,45123,4018,720,59019,3181,26078,20748,1663,302,78319,32672,583.1,190.346
0503,2020,128689,68275,60414,122589,6100,65438,2257,31236,22893,765,33441,87812,7436,34351,54180,4468,1043,71939,2448,29892,22240,1716,454,89891,38798,583.1,220.698
0504,1991,34823,16284,18539,34545,278,26347,393,3632,3768,405,12154,19653,3016,10951,13092,2363,347,27147,190,3247,3449,686,98,NA,34823,405.93,85.786
0504,2000,36848,17776,19072,35920,928,29139,554,2745,3413,69,11835,21450,3563,7450,14795,2496,272,30210,262,2312,3200,740,124,NA,36848,405.93,90.774
0504,2010,41988,21343,20645,40349,1639,33929,633,2184,3531,72,12043,26172,3773,9699,17219,2721,306,35513,261,2175,3430,92,517,NA,41988,405.93,103.437
0504,2020,47296,23974,23322,45528,1768,38290,1092,2301,3756,89,10003,33046,4247,15542,18368,2541,669,40068,332,2205,3912,179,600,NA,47296,405.93,116.513
0505,1991,263383,131875,131508,259834,3549,101689,1799,102100,51181,3065,88772,163580,11031,92682,101094,8843,1189,108883,11360,78599,43594,18499,2239,193237,70146,953.64,276.187
0505,2000,383530,198175,185355,366969,16561,173393,3079,117360,71007,2130,112728,255590,15212,101143,156995,10934,1730,191594,16071,94374,61791,17211,2489,322177,61353,953.64,402.175
0505,2010,536147,278082,258065,496441,39706,274106,5436,129978,84622,2299,139020,371454,25673,142176,236340,15677,2934,297344,16825,126326,78563,4574,12515,493820,42327,953.64,562.211
0505,2020,692283,358074,334209,647288,44995,377890,8287,154915,102476,3720,168925,481573,41785,187569,302922,20845,9149,411915,23152,148411,98714,5864,4227,647480,44803,953.64,725.937
0506,1991,72295,35929,36366,71431,864,42986,149,16687,10248,1361,30229,39677,2389,22228,27553,2070,264,45442,977,14815,9480,1357,180,15271,57024,850.84,84.969
0506,2000,77021,38744,38277,74914,2107,45889,179,17472,11065,309,27436,46067,3518,14974,31494,2789,328,48131,1363,15184,10282,1795,266,22329,54692,850.84,90.523
0506,2010,82165,43110,39055,79897,2268,47815,1549,18758,11567,208,22922,53748,5495,19955,35225,3636,427,50388,1957,18331,10972,381,136,39574,42591,850.84,96.569
0506,2020,88123,46801,41322,83289,4834,50075,2016,19342,11614,242,25313,55870,6940,19192,39003,3793,762,54492,2224,19453,11427,291,236,39712,48411,850.84,103.572
0507,1991,122033,61710,60323,120572,1461,77850,1384,22748,16620,1970,57490,61663,2880,34135,44378,2570,351,81835,1265,16924,15330,5904,625,16649,105384,1484.58,82.2
0507,2000,125010,63108,61902,121556,3454,83231,1813,20544,15633,335,47909,73730,3371,25609,47977,3113,402,87149,1164,18157,14792,3133,615,24422,100588,1484.58,84.206
0507,2010,112740,58526,54214,108687,4053,72485,3084,18872,14043,203,30563,76274,5903,27294,49677,4741,465,76735,811,18653,13316,424,2801,27317,85423,1484.58,75.941
0507,2020,127199,65835,61364,121845,5354,80640,4196,21084,15450,475,34316,82087,10796,28228,57522,5724,1112,86474,1986,19458,15912,1068,2301,33229,93970,1484.58,85.68
0601,1991,83965,43814,40151,82037,1928,40805,1747,29730,8803,952,31940,48923,3102,26333,30497,2432,252,41936,922,17485,7920,10571,2424,31243,52722,1831,45.857
0601,2000,96689,50336,46353,93706,2983,48977,2531,32180,9702,316,30847,61894,3948,22819,39529,3153,341,52222,1560,23669,9021,8903,1314,50840,45849,1831,52.807
0601,2010,114397,61623,52774,107940,6457,58585,3237,35987,9770,361,29393,78525,6479,27972,52870,3763,399,63021,1608,35475,9459,1530,3304,80205,34192,1831,62.478
0601,2020,116799,66163,50636,108357,8442,62818,3926,31502,9184,927,29068,79319,8412,38519,43027,3867,1734,69049,1954,31709,9835,681,3571,72544,44255,1831,63.79
0602,1991,25555,13483,12072,24827,728,4651,2624,10571,6800,181,9338,15506,711,7846,10137,630,58,5380,742,8276,6375,3812,524,NA,25555,712,35.892
0602,2000,28077,15258,12819,25852,2225,5297,4279,11259,4961,56,8902,18318,857,6125,12208,789,53,8190,1174,10183,4695,3410,425,NA,28077,712,39.434
0602,2010,36978,20240,16738,32155,4823,7072,5391,12722,6781,189,11150,24433,1395,8653,16529,535,111,10559,1350,12753,6747,2143,3426,11289,25689,712,51.935
0602,2020,39004,22225,16779,33735,5269,8211,9126,11673,4415,310,9288,26851,2865,9722,17601,922,191,15549,1700,11748,4870,1701,3436,10383,28621,712,54.781
0603,1991,74547,38553,35994,72719,1828,57798,1617,9800,2667,837,31948,40520,2079,23973,26172,1857,418,60470,264,7674,2426,3123,426,15811,58736,7561,9.859
0603,2000,80685,41877,38808,77990,2695,63113,2085,10084,2514,194,29786,48102,2797,16424,31724,2396,355,66322,403,8861,2348,2105,646,24677,56008,7561,10.671
0603,2010,88035,47381,40654,83878,4157,68573,2489,9747,2868,201,27716,55365,4954,19818,36814,3384,303,72686,488,9622,2823,1266,1150,34836,53199,7561,11.643
0603,2020,96006,51142,44864,91148,4858,72765,4067,11099,2659,558,27056,62828,6122,25189,38813,3982,770,78418,648,11037,3035,200,2668,41436,54570,7561,12.698
0604,1991,255974,133082,122892,250369,5605,180108,1738,55938,10980,1605,98497,151578,5899,81885,94328,5438,1238,185870,3735,46085,9098,7122,2068,202445,53529,2960,86.478
0604,2000,344319,178149,166170,335848,8471,249576,3312,68226,13541,1193,122901,213374,8044,76200,136344,7250,1624,259363,5733,59491,11963,5539,2230,288727,55592,2960,116.324
0604,2010,443796,230648,213148,428414,15382,333391,4842,75042,13739,1400,132121,294981,16694,111952,185540,11824,2359,347961,6301,72536,12313,1159,3526,384343,59453,2960,149.931
0604,2020,548014,285191,262823,531284,16730,432620,6524,75183,14264,2693,139646,373770,34598,135274,239885,13152,5283,449679,8421,70498,13613,1574,4229,454422,93592,2960,185.14
0605,1991,68276,35959,32317,65349,2927,46769,5509,8700,4025,346,27001,38446,2829,20707,25507,2404,382,50152,688,5806,3762,7079,684,11480,56796,5198,13.135
0605,2000,73557,38757,34800,70368,3189,51880,7501,7570,3240,177,27837,42169,3551,13894,28789,2693,344,55936,418,6404,3088,7416,295,13605,59952,5198,14.151
0605,2010,86484,45943,40541,82200,4284,59570,12267,7411,2811,141,30015,51343,5126,19014,34327,2781,347,64322,3760,7332,2848,1419,6803,16652,69832,5198,16.638
0605,2020,96620,51179,45441,92297,4323,66034,15309,7339,3336,279,26413,64946,5261,25619,39711,3070,1038,71797,4114,7014,3321,2163,8211,18844,77776,5198,18.588
0606,1991,86179,44305,41874,82376,3803,71954,6309,1928,748,1437,38169,45322,2688,26898,29457,2141,485,77198,158,1217,661,6247,628,NA,86179,3805,22.649
0606,2000,97751,50367,47384,93203,4548,80947,9217,1364,461,1214,37934,56621,3196,20068,36573,2720,456,86912,134,1054,458,8077,1116,27667,70084,3805,25.69
0606,2010,105587,55260,50327,100365,5222,85545,11654,1340,380,1446,33202,67235,5150,25315,42678,3924,468,92148,260,1276,361,3241,8301,31692,73895,3805,27.75
0606,2020,121158,65389,55769,112921,8237,95320,13386,1471,1077,1667,30558,85240,5360,37149,46799,4923,1174,104598,555,1748,1711,124,12422,39629,81529,3805,31.842
0607,1991,73085,37340,35745,71827,1258,36867,2135,26439,6035,351,28297,41227,3561,23097,27353,2764,421,38413,551,21261,5501,6190,834,21298,51787,2269,32.21
0607,2000,79488,40717,38771,77676,1812,42669,2736,26269,5832,170,27875,47341,4272,15363,32981,2954,315,44604,1644,20135,5480,6670,955,31810,47678,2269,35.032
0607,2010,91731,47897,43834,88469,3262,51615,4172,26728,5682,272,27809,57072,6850,20410,39159,3884,469,54615,1437,26278,5413,2573,1415,40213,51518,2269,40.428
0607,2020,96139,50909,45230,90838,5301,49934,5560,29471,5473,400,25322,63799,7018,24693,41089,3446,857,54342,1585,29297,6299,2256,2360,38663,57476,2269,42.371
0608,1991,186907,95464,91443,181068,5839,114646,6564,41935,14111,3812,77649,103400,5858,59293,67461,5039,932,124474,1760,28942,13036,16399,1821,34910,151997,2251,83.033
0608,2000,136214,69298,66916,131799,4415,91113,5934,22122,11785,845,49737,81398,5079,27145,54330,4384,618,96731,1891,19030,11129,6088,1345,68974,67240,2251,60.513
0608,2010,158724,82430,76294,151287,7437,107944,6608,23945,11804,986,47945,101756,9023,34303,69733,5749,994,115704,2197,23676,11510,2265,3372,92870,65854,2251,70.513
0608,2020,169023,87304,81719,163731,5292,120312,8766,24128,9559,966,49470,107563,11990,34908,73712,5162,1667,126947,3128,22464,9623,609,6252,100922,68101,2251,75.088
0609,1991,80251,42696,37555,74994,5257,62737,6574,1970,1291,2422,38118,40975,1158,22587,28395,1251,245,70451,186,1401,1181,5725,1215,NA,80251,5247,15.295
0609,2000,102033,54749,47284,94846,7187,82142,8652,2271,1023,758,41246,58998,1789,20251,38518,1702,316,90370,275,1974,939,7630,845,NA,102033,5247,19.446
0609,2010,109848,60254,49594,100979,8869,84742,12035,2708,1082,412,34425,71411,4012,24933,46224,3646,620,93988,560,2727,1115,1284,10174,10503,99345,5247,20.935
0609,2020,98065,53497,44568,89703,8362,71194,15434,1572,916,587,27237,66136,4692,23206,43327,4079,1087,80854,626,1999,1206,243,13137,10476,87589,5247,18.69
0610,1991,110264,56609,53655,108159,2105,98141,885,4916,2316,1901,50147,57987,2130,36079,38281,2038,490,102219,283,4070,2139,1356,173,NA,110264,1917,57.519
0610,2000,112606,56923,55683,109966,2640,102306,1357,4500,1506,297,39029,70426,3151,26196,44057,2837,487,105262,385,2680,1463,2368,448,10864,101742,1917,58.741
0610,2010,111056,57530,53526,106916,4140,100802,1472,3308,1181,153,31288,72363,7405,29873,44718,4612,565,104550,301,3216,1184,142,1663,18292,92764,1917,57.932
0610,2020,112330,58711,53619,107497,4833,100042,3220,2767,1131,337,33828,71621,6881,30301,44078,6139,1268,105100,299,2884,1523,32,2492,19072,93258,1917,58.597
0611,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2214,NA
0611,2000,77685,40832,36853,73669,4016,44875,3526,21128,3873,267,28740,46764,2181,15271,31703,1712,259,49329,530,13270,3678,10468,410,NA,77685,2214,35.088
0611,2010,94105,51434,42671,86690,7415,52410,5860,23452,4620,348,29436,59467,5202,21135,39774,3387,373,59423,8676,13019,4396,2899,5692,12508,81597,2214,42.505
0611,2020,98137,52441,45696,91719,6418,54995,6904,25507,3838,475,26725,64346,7066,25455,40846,4287,1635,61072,1134,25279,3973,823,5856,33244,64893,2214,44.326
0701,1991,236270,117673,118597,234336,1934,97729,152,107675,27532,1248,76507,150879,8884,84423,90449,7705,1119,100299,7109,71189,24253,31567,1725,178393,57877,237.8,993.566
0701,2000,294051,148006,146045,279534,14517,130028,569,116722,30998,1217,83469,199011,11571,79523,120685,9078,1296,144231,8754,82333,27837,29823,1073,234210,59841,237.8,1236.548
0701,2010,362820,186500,176320,334153,28667,166802,1378,130057,34590,1326,83587,259936,19297,105584,158919,12590,2140,184205,8836,124145,34156,8880,2598,341640,21180,237.8,1525.736
0701,2020,422990,224706,198284,377594,45396,185267,1462,150640,37984,2241,85833,313013,24144,124415,179588,13810,4669,207103,12625,143930,39024,6994,13314,410825,12165,237.8,1778.764
0702,1991,224647,111791,112856,223480,1167,119835,175,79477,23296,697,74048,140640,9959,79656,84286,8677,1259,121868,3436,42686,20089,35264,727,116803,107844,267.74,839.049
0702,2000,243938,122366,121572,239368,4570,140910,407,75970,21532,549,74302,158076,11560,59365,100035,8947,1289,146037,3141,54911,19022,20227,600,138927,105011,267.74,911.1
0702,2010,288692,144553,144139,279296,9396,168920,807,86483,22371,715,77009,193840,17843,73761,123355,12609,1958,175833,3780,78000,20350,9425,1304,240965,47727,267.74,1078.255
0702,2020,339095,172448,166647,322729,16366,202213,1279,95615,22565,1057,74308,243401,21386,79850,149369,12492,4481,212750,5362,90860,23298,5775,1050,289232,49863,267.74,1266.509
0703,1991,84771,42142,42629,84194,577,31622,78,38612,13510,372,29815,51062,3894,29604,31829,3098,378,32704,1950,25909,11668,12174,364,39203,45568,242.27,349.903
0703,2000,117722,59690,58032,113872,3850,44592,118,46840,21996,326,37227,75265,5230,27379,48371,4276,469,48182,2642,35216,20047,11453,182,77330,40392,242.27,485.912
0703,2010,166685,85292,81393,158741,7944,65637,491,62410,29739,464,47406,110848,8431,39310,73248,5936,785,70438,3573,55890,28000,7746,1038,137853,28832,242.27,688.013
0703,2020,184007,92765,91242,172525,11482,76153,445,65314,30128,485,38367,137579,8061,36186,91742,5871,1947,79647,3606,60669,28873,3659,7553,164912,19095,242.27,759.512
0704,1991,395714,194420,201294,384759,10955,85265,578,256067,39878,2971,95658,276328,23728,147540,161439,16013,1935,94477,20142,186755,28922,53578,4491,395687,27,126.4,3130.649
0704,2000,416369,200860,215509,399800,16569,92962,1482,263206,39747,2403,89025,300086,27258,126258,181372,17158,2556,107888,25268,201179,31176,45649,5209,416369,NA,126.4,3294.059
0704,2010,510996,248919,262077,479319,31677,107243,2353,316172,51468,2083,95294,373080,42622,150007,243592,18552,3551,131025,27061,272607,39298,34186,6819,510996,NA,126.4,4042.69
0704,2020,556575,282432,274143,503633,52942,118349,3551,324943,51520,5270,99845,409301,47429,144389,246504,20780,10770,154898,39865,292135,42582,20320,6775,556575,NA,126.4,4403.283
0705,1991,122764,59989,62775,121536,1228,70897,163,41380,8614,482,37173,80439,5152,42617,48284,4351,728,72659,3642,29776,7010,8803,469,68190,54574,174.87,702.03
0705,2000,159129,78448,80681,153109,6020,94446,809,46759,10566,529,45987,106381,6761,39688,67617,5001,836,101390,4779,39473,8707,4019,761,112335,46794,174.87,909.985
0705,2010,197131,99446,97685,187044,10087,113976,970,59706,11737,655,49679,137198,10254,48111,91666,6454,1221,120371,34839,12710,10866,13999,4346,153104,44027,174.87,1127.3
0705,2020,237738,120203,117535,223393,14345,125879,1301,81850,13295,1068,51431,172256,14051,62987,111489,7293,2989,137789,13887,67214,12094,5277,1477,188834,48904,174.87,1359.513
0801,1991,154686,77486,77200,152916,1770,71748,12358,40354,24728,3728,62697,85391,6598,47254,57354,5743,571,77519,4476,22080,21185,23627,3957,43385,111301,2743.5099999999998,56.383
0801,2000,152201,76125,76076,148853,3348,75867,16298,33562,22631,495,53315,90888,7998,30839,61351,6146,550,80781,6335,24624,20054,16031,4376,60377,91824,2743.5099999999998,55.477
0801,2010,175318,90696,84622,168039,7279,93126,21627,30398,22475,413,46053,116313,12952,43775,76578,7876,1036,100417,8496,30346,20489,5256,10314,90374,84944,2743.5099999999998,63.903
0801,2020,200737,103651,97086,192411,8326,115754,24618,27206,23552,1281,44003,140353,16381,65828,73953,9319,2105,125572,11869,26823,19630,4443,12400,111630,89107,2743.5099999999998,73.168
0802,1991,168331,83885,84446,167061,1270,71361,555,66669,26070,2406,65853,95394,7084,50912,65468,5682,590,75125,9572,34693,23990,22504,1945,88271,80060,1126.44,149.436
0802,2000,191132,97066,94066,187415,3717,95878,1064,62830,27293,350,67784,114363,8985,36842,79286,6620,600,99826,9997,43935,25615,10733,1026,132892,58240,1126.44,169.678
0802,2010,227071,118551,108520,219349,7722,119811,3444,66112,29486,496,66624,146711,13736,45962,105599,7946,940,126343,11484,56357,28527,2715,1645,181232,45839,1126.44,201.583
0802,2020,246977,133068,113909,229612,17365,130687,2830,65855,29417,823,61023,168675,17279,59830,106804,9000,2994,138851,10447,55177,28322,5821,8359,196912,50065,1126.44,219.254
0803,1991,627899,308511,319388,624096,3803,196842,7251,325927,89104,4972,206009,389497,32393,217593,245236,24597,2373,206425,28272,220650,67768,91740,9546,527151,100748,1971.5900000000001,318.473
0803,2000,703493,350390,353103,689349,14144,250424,8391,327962,100966,1606,202714,459793,40986,171491,298914,27210,3164,267195,31452,255968,80705,62468,5705,604667,98826,1971.5900000000001,356.815
0803,2010,845777,421121,424656,821449,24328,324447,11623,368298,115211,1870,199316,578343,68118,201058,408618,32279,4506,340854,59369,297510,99292,34640,14112,798186,47591,1971.5900000000001,428.982
0803,2020,987499,511365,476134,933375,54124,424905,15702,368615,120235,3918,225664,667708,94127,251746,413797,43347,15034,444893,40442,343330,100321,13334,45179,935799,51700,1971.5900000000001,500.864
0804,1991,148720,72770,75950,148028,692,93828,191,31477,14683,7849,56388,84799,7533,49047,54630,6739,978,102737,1540,16901,13002,14366,142,33489,115231,938.08,158.537
0804,2000,152911,76025,76886,151012,1899,108850,71,28899,12936,256,51390,91957,9564,33486,59793,7293,949,110888,1358,19743,11614,9245,63,40551,112360,938.08,163.004
0804,2010,176975,88477,88498,173989,2986,129968,236,29808,13701,276,53674,110705,12596,40977,73139,8514,671,132639,1185,28379,12755,1702,315,58650,118325,938.08,188.657
0804,2020,166352,85680,80672,160713,5639,124042,423,25322,10246,680,38014,113367,14971,46688,68806,8891,1729,127804,1096,24271,9738,1149,2294,56159,110193,938.08,177.332
0805,1991,146684,71969,74715,146148,536,78958,4255,41234,20891,810,55908,82287,8489,47706,54505,7162,654,82577,1493,23091,18640,19157,1690,65483,81201,2561.51,57.265
0805,2000,144418,71352,73066,142641,1777,82008,5952,34611,19861,209,49350,84736,10332,29392,57725,7344,607,87495,1267,25210,18240,11357,849,65033,79385,2561.51,56.38
0805,2010,155592,77524,78068,152446,3146,89678,8195,33824,20490,259,42859,97401,15332,34607,68660,8780,686,96917,1198,33310,19237,2056,2874,92962,62630,2561.51,60.742
0805,2020,176060,89337,86723,171168,4892,103472,10336,33941,22979,440,44057,116239,15764,46987,70440,9324,1829,113144,1478,33832,21472,890,5244,122928,53132,2561.51,68.733
0806,1991,271882,134840,137042,270690,1192,155900,508,79748,32394,2140,102332,156702,12848,86594,102750,10948,1648,159533,5479,51195,26859,26400,920,186705,85177,2114.73,128.566
0806,2000,273641,136956,136685,270620,3021,168978,864,68955,31307,516,91984,165673,15984,58182,110312,11678,1485,173097,5142,53188,26844,14889,481,199296,74345,2114.73,129.398
0806,2010,326476,164526,161950,319446,7030,198285,2068,83088,35325,680,92433,208304,25739,74102,143283,15205,1453,203049,4705,81247,32416,3821,1238,245015,81461,2114.73,154.382
0806,2020,304023,157175,146848,291892,12131,199194,1710,62988,27062,938,74640,199704,29679,73656,127533,16865,4713,205121,4512,59747,24866,2864,6913,201368,102655,2114.73,143.764
0807,1991,202059,100349,101710,199749,2310,78697,1161,57369,41504,21018,78178,114139,9742,64611,75625,8938,771,102999,3449,39381,38008,17241,664,62329,139730,1795.9,112.511
0807,2000,190868,96302,94566,185483,5385,97822,1419,51234,34689,319,64621,114581,11666,38896,77425,9244,682,103257,3657,41569,32142,9973,270,60716,130152,1795.9,106.28
0807,2010,202593,103216,99377,192801,9792,101304,1892,54285,34919,401,54909,131293,16391,45936,89619,11223,906,108757,4290,51280,33283,3335,1648,107615,94978,1795.9,112.809
0807,2020,224744,121792,102952,202352,22392,112744,2800,51851,34098,859,43470,160357,20917,68260,88733,12072,3001,123443,3356,51018,34763,1523,10641,126315,98429,1795.9,125.143
0808,1991,81636,41866,39770,81104,532,57680,6149,12251,2905,2119,34938,43401,3297,22502,30948,2885,351,60264,473,10463,2601,5198,2535,NA,81636,6612.9,12.345
0808,2000,82551,41778,40773,80939,1612,59546,8464,9649,1888,1392,33616,44768,4167,13421,32055,3093,366,64273,844,8343,1727,3162,4202,NA,82551,6612.9,12.483
0808,2010,89926,46567,43359,87796,2130,65102,11271,8430,1626,1367,29218,54751,5957,18717,37829,3830,332,71608,6593,4066,1506,2926,3227,NA,89926,6612.9,13.599
0808,2020,95076,49407,45669,92456,2620,69109,13070,6949,1746,1582,26778,61038,7260,23109,37990,4306,772,76536,1499,7920,1374,909,6838,14370,80706,6612.9,14.377
0809,1991,75574,37281,38293,75280,294,66523,1466,1700,2975,2616,30114,40559,4901,22760,28122,4005,498,69745,173,876,2626,1628,523,NA,75574,1281.67,58.965
0809,2000,82153,40518,41635,80871,1282,75841,1889,1270,1760,111,29057,47094,6002,17985,29997,4630,484,77325,272,931,1676,1656,293,NA,82153,1281.67,64.098
0809,2010,99854,49598,50256,96318,3536,90979,2521,1274,1398,146,27524,64951,7379,31594,35239,5043,454,94173,1528,145,1429,102,2477,20817,79037,1281.67,77.909
0809,2020,94573,48763,45810,90858,3715,84857,3399,900,1474,228,20974,66681,6918,32245,35253,4292,844,88669,887,793,1352,336,2536,31642,62931,1281.67,73.789
0901,1991,183824,91579,92245,181882,1942,151682,539,21478,3311,4872,66498,108001,9325,52004,76321,6379,2075,154098,1041,19323,2406,6582,185,48838,134986,819,224.449
0901,2000,198288,97929,100359,195683,2605,168373,562,19308,2505,4935,67403,119112,11773,37043,84447,7698,1697,170950,1017,21258,1919,2995,149,66968,131320,819,242.11
0901,2010,225630,111199,114431,220110,5520,193641,943,17522,2675,5329,56935,152255,16440,61482,94703,10690,1820,198275,1345,22386,1889,741,994,115845,109785,819,275.495
0901,2020,284885,142345,142540,278455,6430,245404,1851,20480,5124,5596,58271,204228,22386,87840,116880,14652,3993,250129,1670,26199,3619,525,2743,153297,131588,819,347.845
1001,1991,352649,179076,173573,333569,19080,191915,2376,83819,46796,8663,122882,221368,8399,116222,136908,8347,1945,220128,10599,37938,62105,17975,3847,315515,37134,652.7,540.293
1001,2000,537525,273460,264065,511356,26169,296977,3559,132812,67904,10104,170260,354568,12697,131175,222203,11556,2331,333508,16144,57801,111113,15499,3460,532323,5202,652.7,823.541
1001,2010,668694,343855,324839,617637,51057,382774,5198,145236,74968,9461,170876,473907,23911,172120,305178,16145,4375,432452,17853,137128,66671,6378,8212,663842,4852,652.7,1024.504
1001,2020,942400,491788,450612,875430,66970,555968,9342,200496,95503,14121,216473,664780,61147,184118,379103,10069,13293,627052,38928,172400,89997,8261,5762,937001,5399,652.7,1443.849
1002,1991,406994,208014,198980,400448,6546,151878,675,148007,80748,19140,140479,254179,12336,144790,151848,11771,1259,177610,15454,69897,113166,28338,2129,368379,38615,631.58,644.406
